,SALEDATE,PRICE
116345,2010-09-10,187500.0
116346,2011-09-20,202000.0
116347,2013-04-03,248000.0
116349,2013-07-05,265000.0
116350,2015-03-23,219000.0
116351,2014-05-01,206000.0
116354,2014-04-18,272500.0
116356,2015-12-02,369000.0
116357,2013-08-20,350000.0
116361,2009-09-09,415000.0
116363,2008-06-27,318000.0
116364,2000-10-04,162000.0
116365,2000-01-31,60500.0
116367,1999-12-03,215000.0
116368,1998-11-06,177500.0
116369,2009-10-02,387000.0
116370,2011-11-09,193000.0
116372,1996-05-13,93500.0
116373,2003-10-27,379000.0
116378,2006-05-05,390000.0
116379,2018-05-23,279000.0
116383,1999-01-27,95000.0
116384,2003-12-16,282000.0
116388,2014-10-15,322525.0
116389,2014-03-24,362000.0
116390,2004-08-11,229000.0
116391,1994-11-30,85000.0
116393,2008-08-27,395000.0
116395,2013-09-03,411000.0
116396,2013-09-23,425000.0
116397,1997-12-10,52321.0
116398,2012-12-04,1040000.0
116399,1998-11-18,399000.0
116405,2004-04-23,265000.0
116408,2002-08-20,174000.0
116409,2017-08-08,339900.0
116410,2007-03-28,324000.0
116411,2003-09-08,296000.0
116412,2004-05-10,215000.0
116413,2004-05-10,338250.0
116414,2016-06-02,359900.0
116415,2015-08-21,310000.0
116416,2016-12-15,521000.0
116417,2011-11-15,335000.0
116418,2004-07-26,145000.0
116419,2002-01-08,135000.0
116421,2008-12-31,380000.0
116422,2017-03-22,350000.0
116424,1998-09-15,75000.0
116425,2015-10-26,373350.0
116428,2002-02-15,70000.0
116431,2002-03-26,140000.0
116433,2005-06-13,305000.0
116434,2015-07-28,305000.0
116435,2010-02-23,265000.0
116436,2013-05-16,306000.0
116437,2015-06-02,299000.0
116438,2010-04-19,309000.0
116439,2014-07-01,290000.0
116442,2006-05-08,285000.0
116443,2013-03-08,323000.0
116444,2001-10-03,99000.0
116446,2002-05-21,155000.0
116447,1995-08-25,68600.0
116449,1995-01-25,69000.0
116451,2002-04-15,82500.0
116452,2000-12-18,66000.0
116454,2010-02-17,170000.0
116455,2004-10-25,195000.0
116456,2006-01-05,185000.0
116458,2012-04-26,170000.0
116459,2009-05-15,188000.0
116461,2006-03-30,179000.0
116464,1995-08-16,19000.0
116466,2004-11-01,165000.0
116469,2002-10-04,110000.0
116473,2000-04-10,71000.0
116474,1999-05-27,49000.0
116476,2015-04-08,310000.0
116477,2005-06-24,289900.0
116478,2000-06-09,65000.0
116479,2009-09-25,271500.0
116482,2017-11-27,199000.0
116483,2009-05-01,174000.0
116484,2014-10-20,179000.0
116485,2003-06-04,110000.0
116487,2006-06-22,179000.0
116489,2015-07-23,275000.0
116490,2001-08-02,140000.0
116492,2009-04-15,265000.0
116494,2010-05-18,345000.0
116495,2005-03-03,362800.0
116497,1996-07-26,35000.0
116499,2017-04-03,360000.0
116502,2007-11-21,256000.0
116503,2014-08-28,235000.0
116506,2009-03-09,457000.0
116507,2012-09-14,422000.0
116508,2017-12-11,513000.0
116509,2012-07-24,415000.0
116510,2009-04-08,233000.0
116511,2009-04-08,221000.0
116513,2018-01-19,1545000.0
116516,2017-12-19,2669500.0
116517,2017-11-09,1775400.0
116518,2017-11-14,998000.0
116520,2017-11-30,1806250.0
116522,2017-12-05,1660000.0
116523,2017-11-06,1885000.0
116524,2018-01-18,2335000.0
116526,2017-11-06,775000.0
116528,2017-11-14,1610000.0
116529,2017-11-20,2691890.0
116530,2017-11-27,1515800.0
116532,2018-03-01,2400400.0
116534,2017-11-22,625000.0
116536,2017-11-09,1893850.0
116537,2017-11-09,2735790.0
116538,2017-11-16,1284900.0
116539,2018-03-30,1530400.0
116540,2017-11-30,2814745.0
116541,2017-12-07,1265000.0
116542,2017-11-09,760400.0
116546,2017-11-27,1565000.0
116548,2017-12-18,3260400.0
116549,2018-03-08,1040000.0
116550,2017-12-14,650000.0
116558,2018-01-04,806000.0
116562,2018-01-18,2120000.0
116563,2018-01-18,2140000.0
116564,2018-01-30,3128650.0
116565,2017-12-21,1075000.0
116566,2017-12-21,667400.0
116567,2018-01-04,3203200.0
116568,2018-02-15,2120000.0
116571,2018-03-30,1960400.0
116573,2018-01-04,1290000.0
116574,2018-01-29,790400.0
116576,2018-02-16,2005400.0
116578,2004-10-29,250000.0
116579,2018-06-29,230000.0
116581,2001-08-10,77000.0
116582,2001-08-02,70576.0
116584,2012-07-23,295500.0
116586,2001-05-31,80550.0
116587,2011-09-21,235000.0
116588,2003-12-17,173000.0
116591,2012-09-20,230000.0
116593,2003-06-09,144500.0
116595,2018-01-31,225000.0
116596,2016-04-20,340000.0
116598,2012-07-02,235000.0
116599,2015-06-02,219000.0
116601,2013-04-11,221000.0
116603,2007-08-22,208000.0
116605,2002-09-11,121000.0
116606,2003-08-14,167000.0
116608,2014-09-05,370000.0
116611,2016-12-28,224500.0
116612,2007-01-11,204000.0
116613,2000-07-13,76000.0
116614,2016-11-28,215000.0
116615,2001-01-04,104000.0
116616,2017-03-07,245000.0
116617,1995-08-17,47000.0
116618,2007-02-28,180000.0
116619,2002-08-21,117000.0
116620,1995-10-18,89000.0
116621,2017-11-14,350000.0
116623,2017-10-10,254000.0
116624,2003-07-16,145000.0
116626,2000-04-06,51000.0
116628,2006-02-07,230000.0
116632,1994-05-13,225000.0
116635,2015-06-19,850000.0
116637,2013-04-22,555000.0
116639,2015-03-13,335000.0
116641,2016-09-30,361000.0
116642,2014-06-26,330000.0
116649,2007-09-24,195000.0
116652,2017-01-25,215000.0
116654,2008-01-09,195000.0
116655,2014-06-16,227500.0
116658,2017-10-11,225000.0
116661,2005-10-07,220000.0
116662,2009-09-17,195000.0
116663,2014-02-05,190000.0
116665,2005-08-23,244800.0
116666,2003-11-18,140000.0
116668,2013-05-13,207000.0
116673,2011-05-23,175000.0
116674,2006-03-17,236000.0
116675,2000-07-10,58500.0
116676,2003-09-17,125000.0
116677,1993-05-13,45000.0
116678,2018-02-27,290000.0
116680,2003-12-01,169000.0
116681,2016-07-05,293000.0
116683,2005-06-10,279000.0
116684,2015-08-31,285000.0
116685,2006-03-14,520000.0
116687,1995-11-24,80000.0
116690,2015-07-21,310000.0
116693,2009-08-03,266500.0
116694,2016-12-15,365000.0
116698,2016-05-11,200000.0
116699,2009-04-10,182000.0
116700,2012-05-01,198000.0
116701,2008-08-29,190000.0
116702,2014-07-08,195000.0
116704,2015-08-06,170000.0
116706,2002-07-02,112000.0
116709,2011-04-25,190000.0
116711,2015-07-07,199000.0
116713,2003-08-29,163000.0
116715,1997-08-21,51500.0
116716,2015-08-18,234000.0
116717,2013-04-22,215000.0
116718,2015-06-29,198000.0
116719,2015-05-28,197000.0
116722,2008-03-10,200200.0
116724,2010-02-04,262000.0
116725,2015-06-23,323500.0
116726,2001-06-28,100000.0
116728,1995-08-29,49900.0
116730,2014-01-13,250000.0
116731,2014-12-19,290000.0
116732,1992-08-14,75000.0
116736,2008-09-03,235000.0
116738,2015-03-24,230000.0
116742,2016-01-05,230000.0
116748,2014-06-30,310000.0
116749,1994-03-22,75300.0
116750,2018-05-23,349900.0
116752,2015-11-23,310000.0
116753,2015-07-09,299000.0
116755,2013-05-13,335000.0
116756,2017-05-01,337500.0
116758,2001-05-21,143000.0
116759,2016-05-19,321000.0
116760,2008-05-14,350000.0
116761,2013-07-31,335000.0
116762,2015-03-30,215000.0
116763,2003-08-06,150500.0
116764,2005-10-26,230000.0
116765,2001-01-02,61000.0
116766,2001-08-15,80950.0
116767,2004-08-13,197500.0
116771,1998-02-13,58000.0
116773,2018-05-18,299000.0
116775,1999-12-20,53000.0
116777,2000-09-20,60000.0
116778,1999-06-24,23450.0
116779,2015-05-01,225000.0
116781,2017-04-28,245000.0
116783,2000-12-11,120500.0
116784,2007-05-31,314500.0
116785,2002-06-05,175050.0
116786,2017-05-09,295000.0
116787,2015-10-30,305000.0
116788,2012-05-29,314900.0
116789,2017-04-27,325000.0
116791,1999-06-24,64200.0
116792,1992-11-05,62000.0
116793,2018-02-21,301000.0
116794,2004-12-09,230000.0
116795,2018-04-18,4369745.0
116796,2018-01-25,2097254.0
116797,2018-01-30,1910400.0
116798,2018-05-21,3375000.0
116799,2018-02-14,1150400.0
116800,2018-02-06,710000.0
116802,2006-09-06,365000.0
116803,2017-06-14,345000.0
116805,2013-10-22,368790.0
116806,2010-06-03,325000.0
116808,2018-05-17,457500.0
116809,2012-07-06,369000.0
116810,2016-07-27,370500.0
116811,2009-02-17,385000.0
116812,2014-05-09,662200.0
116815,2017-07-14,430000.0
116817,2015-04-15,462500.0
116818,2004-06-15,381500.0
116819,2004-08-03,390000.0
116821,2012-10-10,556000.0
116822,2006-07-10,399000.0
116823,2000-11-16,225000.0
116824,2012-06-14,373000.0
116825,2015-05-01,665000.0
116826,2003-04-17,455000.0
116827,2014-01-03,600000.0
116828,1995-01-03,129500.0
116829,2013-10-04,399999.0
116830,2002-06-27,275000.0
116831,2006-06-02,624900.0
116832,2013-08-14,703000.0
116833,2014-09-16,650000.0
116834,2002-10-24,445000.0
116835,2018-05-09,404000.0
116836,2015-08-31,467000.0
116837,2003-06-11,395000.0
116838,2015-10-02,560000.0
116839,2001-05-04,131000.0
116840,2013-01-30,365000.0
116841,2004-10-19,435000.0
116842,2013-09-04,545000.0
116844,2004-07-12,362000.0
116847,2005-11-03,315000.0
116848,2016-08-17,390000.0
116849,1992-08-31,105000.0
116853,2014-01-22,4500000.0
116854,2014-01-22,4500000.0
116857,2014-01-22,4500000.0
116858,2014-01-22,4500000.0
116860,2014-01-22,4500000.0
116861,2014-01-22,4500000.0
116862,2014-01-22,4500000.0
116863,2014-01-22,4500000.0
116864,2014-01-22,4500000.0
116865,2014-01-13,4500000.0
116866,2014-01-22,4500000.0
116867,2014-01-13,4500000.0
116868,2014-01-13,4500000.0
116870,2017-08-02,420000.0
116871,2013-09-10,414500.0
116872,2000-10-05,188000.0
116873,2006-01-12,382000.0
116875,2000-08-08,189000.0
116876,2014-02-19,400000.0
116878,2011-08-22,556000.0
116879,2012-08-17,565000.0
116880,2008-04-09,385000.0
116881,2013-11-07,524900.0
116883,2014-08-12,679000.0
116884,2014-08-12,730000.0
116885,2014-08-04,824000.0
116886,2014-08-07,494000.0
116887,2014-08-05,859000.0
116889,1992-12-02,119000.0
116890,2004-06-14,665000.0
116891,2006-06-22,375000.0
116892,2002-05-02,559471.0
116893,2003-05-29,287500.0
116894,2013-06-13,775000.0
116895,2013-04-30,325000.0
116897,2012-03-28,740000.0
116898,2004-12-14,299000.0
116899,2003-10-29,255000.0
116900,2006-04-10,307000.0
116901,2011-04-21,290000.0
116902,1993-06-08,230000.0
116904,2016-08-31,779000.0
116907,2009-10-27,710000.0
116908,2013-09-19,457500.0
116910,2009-05-01,916500.0
116911,2009-05-01,916500.0
116912,2014-03-19,394500.0
116913,2000-03-22,73900.0
116914,2016-06-01,249000.0
116916,2009-06-18,495750.0
116917,2018-06-01,410000.0
116918,2012-08-28,278200.0
116921,2006-03-30,340000.0
116922,1996-06-24,120500.0
116923,2014-10-14,406048.0
116924,2016-06-01,560000.0
116926,1999-12-08,136000.0
116928,2001-12-14,205000.0
116929,2016-02-04,570000.0
116930,1998-02-18,83000.0
116932,2010-10-18,410000.0
116933,2015-10-16,441000.0
116936,2016-12-05,320000.0
116937,2017-03-01,380000.0
116938,2017-09-25,385000.0
116939,2010-12-22,263000.0
116940,2015-03-16,385000.0
116942,2004-10-04,195000.0
116944,2001-05-03,74900.0
116945,2015-07-15,217500.0
116946,2017-05-22,231000.0
116948,2002-01-30,85000.0
116950,2009-07-22,200000.0
116951,1998-08-05,50200.0
116953,2004-04-02,186000.0
116956,2006-03-20,255000.0
116958,2017-10-04,230000.0
116959,2009-09-04,196000.0
116960,2013-03-20,106481.0
116961,2016-08-12,190000.0
116963,2005-08-31,330000.0
116964,1996-10-08,76500.0
116965,2009-11-04,286500.0
116967,2018-03-19,379000.0
116968,2008-08-13,325000.0
116969,1996-05-01,88500.0
116971,2013-04-03,202000.0
116972,2012-02-15,181000.0
116975,2003-09-12,145000.0
116976,1998-08-05,61900.0
116977,2017-07-10,225000.0
116979,2005-05-18,253000.0
116980,2013-04-22,200000.0
116981,2001-09-18,85000.0
116984,2015-06-03,560000.0
116986,2012-07-20,396000.0
116987,2000-07-10,180000.0
116988,2015-01-20,399000.0
116989,2008-03-13,440000.0
116991,2005-11-14,430000.0
116992,2010-01-12,535000.0
116993,2017-12-05,305000.0
116994,2006-02-02,452500.0
116995,2015-11-24,376500.0
116996,2015-08-13,388000.0
116997,2009-07-01,319000.0
117000,2005-10-05,290000.0
117001,1992-06-02,131000.0
117004,2016-08-10,555000.0
117005,2015-10-14,399000.0
117006,2016-01-05,350000.0
117007,2005-02-09,460000.0
117010,2015-05-20,328500.0
117011,2004-08-05,674900.0
117012,2018-05-25,319000.0
117013,1994-01-05,145000.0
117016,2002-09-06,179000.0
117017,2004-01-23,183000.0
117021,2013-10-02,315000.0
117022,2015-02-04,282500.0
117023,2001-01-02,94500.0
117024,2017-06-30,295000.0
117026,2017-12-01,295000.0
117027,2004-08-25,253000.0
117028,2015-01-30,310000.0
117029,2013-03-01,270000.0
117032,2015-04-08,317500.0
117034,2014-05-29,309500.0
117035,2015-04-20,390000.0
117036,2017-11-02,379000.0
117037,2013-02-25,417500.0
117040,2006-09-14,339900.0
117041,2003-08-29,338700.0
117042,2004-09-16,350000.0
117043,1998-12-21,117000.0
117046,2001-06-22,197000.0
117047,2009-02-04,360000.0
117048,2005-03-24,385000.0
117050,2000-10-27,176000.0
117051,2010-06-07,377500.0
117054,2017-04-12,495000.0
117055,2015-04-06,469000.0
117057,2017-01-18,499000.0
117061,2005-07-14,378000.0
117063,2007-07-24,905500.0
117065,2012-03-22,890000.0
117069,2008-11-06,820000.0
117070,2017-04-10,937500.0
117073,2017-06-22,551000.0
117074,2014-10-20,390000.0
117075,2017-01-05,425000.0
117076,2000-10-17,185000.0
117077,2013-10-22,379500.0
117078,2013-07-30,402500.0
117079,2018-03-08,486000.0
117081,2013-07-30,660000.0
117082,1996-12-03,70000.0
117084,2007-02-20,418000.0
117085,2010-03-24,208000.0
117089,2014-01-22,450000.0
117090,2014-01-22,4500000.0
117091,2014-01-13,4500000.0
117092,2014-01-13,4500000.0
117093,2014-01-13,4500000.0
117094,1993-08-03,100000.0
117095,2014-01-22,4500000.0
117096,2014-01-22,4500000.0
117097,2014-01-13,4500000.0
117098,2014-01-13,4500000.0
117099,2014-02-05,1431742.0
117100,2014-02-05,1431742.0
117101,2014-01-13,4500000.0
117102,2014-02-05,1431742.0
117103,2014-01-13,4500000.0
117104,2014-02-05,1431742.0
117105,2014-02-03,1437088.0
117106,2014-02-03,1437088.0
117107,2014-02-03,1437088.0
117108,2014-02-03,1437088.0
117109,2016-09-13,300000.0
117110,2014-01-13,4500000.0
117111,2014-01-13,4500000.0
117112,2011-08-18,320000.0
117113,2014-02-05,389272.0
117114,2014-02-03,349272.0
117115,1997-07-22,112000.0
117116,2014-01-13,4500000.0
117117,2014-02-03,367092.0
117118,1997-12-24,110000.0
117119,2014-02-03,352836.0
117120,2014-02-03,352836.0
117121,2013-04-17,294400.0
117122,2014-02-03,367092.0
117123,2016-09-23,549000.0
117124,2006-01-17,554000.0
117125,2012-04-23,565000.0
117126,2014-01-28,198125.0
117128,2012-09-25,720000.0
117129,2015-05-05,590000.0
117130,2006-01-03,770041.0
117132,2005-11-29,865156.0
117133,2016-12-23,689500.0
117134,2015-07-23,995000.0
117135,2016-12-28,1440000.0
117137,2017-01-09,1630000.0
117138,2006-03-01,1028565.0
117139,2014-03-07,675000.0
117140,2017-08-02,1399900.0
117142,2011-01-04,1100000.0
117143,2006-01-03,1396709.0
117144,2012-01-19,1057500.0
117147,2014-09-30,1415000.0
117148,2016-07-27,1350000.0
117150,2014-07-14,1250000.0
117151,2006-02-17,647290.0
117153,2016-09-13,1550000.0
117155,2012-11-20,2300000.0
117157,2006-05-04,1590000.0
117158,2011-01-14,2150000.0
117159,2004-10-18,310000.0
117160,2008-07-03,275000.0
117161,2005-10-24,416200.0
117162,2017-01-03,397000.0
117163,2016-06-23,399999.0
117164,2002-08-12,283000.0
117165,2017-08-22,490000.0
117166,1998-05-13,182000.0
117167,2013-02-07,342000.0
117168,2005-06-08,490000.0
117169,2016-05-05,450000.0
117170,2017-07-03,420000.0
117171,2013-09-06,525000.0
117172,2017-07-26,565000.0
117175,2015-09-01,540000.0
117176,2010-06-30,479000.0
117177,2014-12-02,505000.0
117178,2017-04-07,585000.0
117179,2015-10-14,355000.0
117180,2012-03-13,375000.0
117183,2017-04-12,399999.0
117186,2017-03-01,697000.0
117188,2017-04-21,399000.0
117190,1999-12-03,189000.0
117191,2014-12-09,257000.0
117194,2006-02-23,345000.0
117195,2000-08-14,116400.0
117196,2005-08-30,490000.0
117197,1992-07-29,63500.0
117199,2018-02-14,407500.0
117201,2015-11-25,377000.0
117204,2005-08-24,475000.0
117205,2008-08-14,325000.0
117206,2008-11-13,366000.0
117207,2012-11-26,345000.0
117208,2006-05-19,480000.0
117209,2006-02-02,235000.0
117211,2004-06-25,327000.0
117212,1997-07-02,128000.0
117213,2016-01-14,349555.0
117215,2005-06-03,235000.0
117216,2003-06-27,361100.0
117218,2015-03-04,399999.0
117223,2003-10-09,290000.0
117224,2003-07-23,270500.0
117225,2010-11-23,440000.0
117226,2015-06-26,729000.0
117227,2017-01-11,595000.0
117229,2012-01-04,520000.0
117230,2002-05-30,377287.0
117231,1992-04-30,173000.0
117232,2013-06-17,540000.0
117235,2000-04-27,152000.0
117236,2010-12-10,349000.0
117239,2017-07-06,261000.0
117240,2018-02-21,252000.0
117241,2003-10-03,177500.0
117242,2014-08-20,200000.0
117243,2006-07-10,232000.0
117244,2008-07-07,213000.0
117245,2004-08-09,239000.0
117246,2008-11-19,265000.0
117247,2006-09-25,200000.0
117248,2005-09-07,319000.0
117249,2018-03-19,271000.0
117252,2010-10-01,190000.0
117254,2013-03-28,235000.0
117255,2005-04-12,270000.0
117256,2012-03-30,193000.0
117257,2003-10-21,260000.0
117258,2005-10-27,259000.0
117259,2009-08-31,280000.0
117260,2007-04-19,215000.0
117261,2004-09-10,236600.0
117262,2013-11-05,245000.0
117264,2007-11-02,226000.0
117266,2010-10-18,217500.0
117268,2004-01-06,240000.0
117269,2006-08-25,208000.0
117270,2005-10-06,339797.0
117271,2007-07-17,220000.0
117272,2006-12-11,213000.0
117273,2010-08-23,220000.0
117276,2003-09-09,177500.0
117277,2016-04-12,255000.0
117278,2003-11-05,172500.0
117279,2014-05-21,309000.0
117280,2006-12-11,211500.0
117282,2010-06-21,180000.0
117283,2013-10-28,235500.0
117284,2003-10-02,188500.0
117285,2007-05-11,239000.0
117286,2007-08-29,241000.0
117287,2007-07-16,243990.0
117288,2013-11-04,252000.0
117289,2014-07-01,250000.0
117291,2010-06-24,167000.0
117292,2004-04-09,285000.0
117294,2004-09-17,202060.0
117295,2018-01-10,367000.0
117296,2016-12-05,265000.0
117297,2006-03-02,358500.0
117299,2016-05-25,390000.0
117300,2016-03-09,445500.0
117301,2016-04-22,650000.0
117302,2015-02-23,1630000.0
117303,2012-05-25,897500.0
117304,2012-06-13,1265000.0
117305,2012-07-18,1135000.0
117306,2017-07-18,1200000.0
117307,2010-04-14,1238880.0
117308,2000-07-13,145000.0
117310,2010-05-18,370000.0
117312,2016-07-05,276000.0
117313,2014-05-29,655000.0
117314,2009-01-08,423000.0
117316,2014-12-15,399990.0
117318,2018-04-30,436000.0
117319,2005-08-23,450900.0
117320,2017-07-10,360000.0
117321,2006-01-30,550000.0
117322,2011-12-29,710000.0
117323,2010-07-27,465000.0
117324,2008-06-04,600000.0
117325,2005-09-19,627400.0
117326,2016-06-14,495000.0
117327,2013-08-30,429000.0
117328,2005-10-31,483900.0
117329,2007-06-29,386000.0
117330,2016-07-18,490000.0
117331,2005-09-20,522400.0
117333,2006-01-03,755000.0
117335,2016-08-03,630000.0
117337,2017-01-06,860000.0
117338,2017-06-26,575000.0
117339,2017-03-07,545000.0
117340,2005-09-13,751400.0
117341,2005-11-29,450000.0
117342,2005-11-17,510900.0
117343,2015-04-23,340000.0
117344,2015-04-27,590000.0
117345,2005-08-10,859900.0
117346,2009-09-22,461000.0
117349,2013-04-05,460000.0
117350,2005-09-13,563400.0
117354,2011-02-03,400000.0
117355,2005-08-25,562900.0
117357,2011-10-25,305000.0
117358,2017-12-11,699000.0
117359,2005-11-02,692900.0
117360,2017-02-14,1075000.0
117361,2005-10-03,631400.0
117362,2018-06-20,435000.0
117363,2012-08-01,790000.0
117364,2007-06-28,865000.0
117365,2006-11-28,1421210.0
117366,2017-12-15,1050000.0
117367,2013-08-06,923000.0
117368,2018-05-15,980000.0
117369,2015-06-04,1034500.0
117370,2007-03-14,415000.0
117371,2009-08-07,380000.0
117372,2007-06-28,740000.0
117373,2014-05-08,603000.0
117374,2013-03-04,572000.0
117375,2006-08-25,685190.0
117377,2007-07-05,1412500.0
117378,2007-01-10,724000.0
117379,2015-09-01,479500.0
117380,2016-08-12,975000.0
117381,2006-09-28,722560.0
117382,2015-02-03,542000.0
117383,1996-04-29,110000.0
117384,2011-09-27,355000.0
117385,2010-08-25,390000.0
117387,2015-11-20,417000.0
117388,2016-08-18,412000.0
117391,2014-11-04,360000.0
117394,2011-05-13,380000.0
117396,2004-01-27,250000.0
117397,2012-12-26,234900.0
117398,2010-04-06,431000.0
117399,2013-08-21,421000.0
117400,2013-12-24,439000.0
117401,2016-12-13,390000.0
117402,2007-05-14,365000.0
117403,2016-05-03,408000.0
117405,1998-01-16,136000.0
117406,2010-04-01,354000.0
117407,1998-01-16,135100.0
117409,2001-07-02,279000.0
117410,2009-08-25,345000.0
117411,2012-11-01,385000.0
117412,2013-02-12,420000.0
117413,2012-09-25,416500.0
117414,2004-01-21,389000.0
117415,1996-07-11,195000.0
117416,2000-02-22,310500.0
117417,2017-06-09,625000.0
117421,2014-08-15,435000.0
117422,2006-01-13,425000.0
117423,2014-05-30,449000.0
117425,2005-02-28,570500.0
117426,2016-03-01,570000.0
117427,2016-10-31,505000.0
117430,2016-11-29,640000.0
117431,2005-03-28,524500.0
117433,2013-07-18,480000.0
117434,2014-05-19,438500.0
117435,2017-03-20,380100.0
117436,2015-10-28,465000.0
117437,2013-05-08,562000.0
117438,2014-05-06,590500.0
117439,2004-12-29,590500.0
117441,2016-08-31,440000.0
117442,2015-10-30,375000.0
117443,2015-05-27,480000.0
117444,2011-03-01,475000.0
117445,2013-07-30,530000.0
117446,2005-03-14,549340.0
117447,2011-10-12,460000.0
117448,2014-05-12,439000.0
117450,2005-01-14,439500.0
117451,2010-09-02,465000.0
117452,2009-06-05,565000.0
117453,2004-12-29,558710.0
117454,2018-04-24,496000.0
117455,2013-11-21,450000.0
117456,2012-12-20,345000.0
117457,2012-08-29,384300.0
117458,2011-01-14,321000.0
117459,2013-12-19,655000.0
117460,2014-08-14,800000.0
117461,2016-03-22,791500.0
117462,2016-12-28,862500.0
117465,1995-10-19,60000.0
117467,1996-03-01,60000.0
117468,2017-10-03,333500.0
117470,2000-12-19,130000.0
117472,1997-05-15,120000.0
117474,2006-04-27,385000.0
117477,2017-09-21,200000.0
117478,2014-12-12,222000.0
117479,2014-09-24,265000.0
117481,2017-11-06,347900.0
117482,2000-08-07,207000.0
117483,2002-08-12,230575.0
117484,2017-04-11,360000.0
117485,2006-05-15,374000.0
117486,2006-12-07,315000.0
117487,2000-06-21,79000.0
117489,2007-05-02,469000.0
117491,2017-09-18,368500.0
117493,2001-08-09,88000.0
117494,2002-11-25,185000.0
117497,2013-10-23,355000.0
117498,1999-12-17,89000.0
117499,2012-08-02,449900.0
117502,2011-11-14,275000.0
117505,2002-10-01,354320.0
117506,2002-06-07,150350.0
117507,2010-12-06,187500.0
117508,2004-11-01,300000.0
117509,2012-06-05,330000.0
117511,2013-11-25,490000.0
117513,2013-11-29,565000.0
117514,2017-03-27,525000.0
117515,2015-07-31,378500.0
117516,2002-12-04,290000.0
117517,2009-11-04,690000.0
117518,1993-07-01,185000.0
117519,1996-06-04,240000.0
117520,2005-12-02,369000.0
117521,2004-09-17,325000.0
117522,2013-11-15,399000.0
117524,2014-01-02,799000.0
117525,2009-07-21,705000.0
117526,2008-01-11,279000.0
117527,2010-05-27,415000.0
117528,2014-01-03,360000.0
117529,2010-01-06,1243200.0
117530,2012-12-31,700000.0
117531,2017-11-28,1995000.0
117532,2011-01-10,1000000.0
117533,2015-01-22,1288000.0
117534,2008-07-09,708500.0
117535,2017-02-27,1045000.0
117536,2012-12-19,1660000.0
117537,2014-08-05,1429500.0
117538,2008-10-22,1366500.0
117539,2010-04-15,1283500.0
117541,2016-05-24,1850000.0
117542,2009-08-05,1778500.0
117543,2014-07-03,1175000.0
117545,2011-07-12,975500.0
117546,2014-08-20,899000.0
117547,2011-04-21,930000.0
117548,2012-12-21,1620000.0
117549,2011-02-14,1143500.0
117550,2015-08-19,1700000.0
117551,2017-12-18,1500000.0
117552,2011-01-11,1276500.0
117553,2012-09-26,1400000.0
117554,2015-10-06,2175000.0
117555,2014-10-31,1208000.0
117556,2012-06-13,1020000.0
117557,2011-01-19,1088500.0
117558,2014-07-03,935000.0
117560,2013-01-03,1578500.0
117562,2016-03-15,1675000.0
117564,2018-06-20,1575000.0
117565,2016-06-22,1839900.0
117567,2016-09-29,1179000.0
117568,2008-07-09,998500.0
117569,2017-05-12,1400000.0
117571,2017-01-23,1100000.0
117572,2008-07-16,1816400.0
117573,2008-06-24,1185500.0
117574,2008-09-16,1492500.0
117575,2011-04-26,1300000.0
117576,2011-04-27,964500.0
117577,2008-07-23,1538500.0
117579,2011-05-31,882500.0
117581,2011-03-30,988500.0
117582,2013-11-06,850000.0
117583,2008-07-15,988500.0
117584,2013-04-29,1875000.0
117585,2008-07-10,1195500.0
117586,2013-06-19,1485000.0
117587,2010-08-18,1340000.0
117588,2017-11-20,1315000.0
117589,2013-06-10,1680000.0
117590,2015-04-07,2550000.0
117591,2012-08-08,2150000.0
117592,2011-08-08,1598000.0
117593,2014-02-11,3310000.0
117594,2018-03-27,1549900.0
117595,2012-05-11,1335000.0
117596,2011-06-06,1300000.0
117597,2010-10-22,977500.0
117598,2016-06-22,1980000.0
117599,2016-06-24,2550000.0
117601,2015-12-28,1059000.0
117602,2006-09-11,363920.0
117603,2013-08-07,525000.0
117604,2006-08-22,654500.0
117606,2006-08-29,422080.0
117607,2015-11-05,885103.0
117608,2015-01-05,1121000.0
117609,2007-01-16,1365000.0
117612,2017-02-14,980000.0
117613,2009-02-04,905000.0
117614,2016-03-29,585000.0
117615,2006-09-28,468900.0
117616,2006-09-25,657400.0
117617,2013-04-29,790000.0
117618,2017-07-10,760000.0
117619,2015-06-05,910000.0
117620,2015-06-23,1145000.0
117621,2011-08-29,975000.0
117622,2006-12-28,830000.0
117623,2007-04-09,750540.0
117624,2011-05-09,825000.0
117625,2006-12-08,368900.0
117626,2006-08-30,389500.0
117627,2006-08-30,750090.0
117628,2006-12-29,800000.0
117629,2006-08-22,425160.0
117630,2007-10-01,875000.0
117631,2006-08-24,1007480.0
117632,2016-08-24,311253.0
117633,2006-09-25,845150.0
117634,2017-04-27,949000.0
117636,2006-09-19,384370.0
117637,2013-07-30,638000.0
117638,2013-07-01,879000.0
117639,2006-09-15,803770.0
117640,2011-02-03,1085000.0
117641,2016-03-22,1379000.0
117643,2017-02-27,1190000.0
117644,2006-09-19,950900.0
117645,2014-12-16,557500.0
117646,2017-08-28,633000.0
117647,2006-10-26,724320.0
117648,2006-11-20,481360.0
117649,2006-12-06,916940.0
117652,2007-04-04,1145000.0
117653,2016-12-06,1485000.0
117654,2009-12-02,800000.0
117655,2006-11-20,1343505.0
117656,2017-10-11,1185000.0
117657,2014-08-29,925000.0
