,SALEDATE,PRICE
140613,2017-01-24,361000.0
140614,2016-10-03,353000.0
140615,2007-02-20,531900.0
140617,2009-10-19,510000.0
140618,2016-07-29,515000.0
140619,2007-01-10,299700.0
140620,2016-07-25,345000.0
140621,2017-06-14,580000.0
140622,2007-03-22,260000.0
140623,2016-06-02,385000.0
140624,2016-07-18,525000.0
140625,2006-12-05,559000.0
140626,2016-02-02,829000.0
140627,2014-01-29,254900.0
140630,2014-01-30,159900.0
140631,2013-01-09,66120.0
140632,2012-12-19,26074.0
140633,2015-06-01,302555.0
140634,2013-01-17,48092.0
140636,2018-05-22,315000.0
140637,2013-02-01,21100.0
140638,2013-01-03,66120.0
140639,2013-01-03,54085.0
140640,2014-02-11,209900.0
140641,2013-01-18,72702.0
140642,2014-08-12,179500.0
140643,2013-02-05,72702.0
140644,2014-03-31,260000.0
140647,2014-02-10,169900.0
140649,2012-12-19,60078.0
140650,2014-02-19,229900.0
140651,2015-03-11,168000.0
140653,2016-11-18,352000.0
140654,2014-02-21,244900.0
140655,2013-01-08,66120.0
140656,2013-01-18,54085.0
140657,2014-04-04,245000.0
140658,2013-01-15,72702.0
140659,2014-02-27,179900.0
140661,2017-11-03,310000.0
140662,2014-07-15,379900.0
140663,2014-05-20,260000.0
140664,2014-03-18,179900.0
140665,2012-12-31,66120.0
140666,2013-01-30,60778.0
140667,2012-12-18,60078.0
140668,2014-03-13,160000.0
140669,2014-02-03,199900.0
140670,2013-11-22,444000.0
140671,2012-10-10,450000.0
140672,2017-10-19,544000.0
140673,2013-03-01,459000.0
140674,2007-10-05,173000.0
140675,2007-10-05,173000.0
140676,2007-10-09,173000.0
140678,2016-10-05,350000.0
140679,2015-07-07,401025.0
140680,2008-07-23,340000.0
140681,2016-02-23,375000.0
140682,2015-12-30,235000.0
140683,2015-12-18,375000.0
140684,2018-06-19,329900.0
140685,2012-08-01,299000.0
140686,2011-05-06,305000.0
140687,2014-11-13,569000.0
140688,2018-02-07,625000.0
140689,2011-05-17,450000.0
140690,2016-02-10,555000.0
140691,2011-05-25,497500.0
140693,2014-03-20,324900.0
140694,2004-05-21,650000.0
140695,2002-09-18,602765.0
140696,2002-10-02,946500.0
140697,2017-09-07,500000.0
140698,2003-01-31,496000.0
140699,2018-03-02,395000.0
140700,2013-04-23,410000.0
140701,2009-09-30,625000.0
140702,2003-07-08,770000.0
140703,2006-05-19,1375000.0
140704,2004-04-08,749000.0
140706,2013-06-17,725000.0
140707,2012-09-17,689000.0
140708,2016-12-27,755000.0
140709,2016-08-02,630000.0
140710,2006-04-05,110000.0
140711,2014-05-28,549900.0
140712,2014-06-11,562000.0
140713,2012-12-31,530000.0
140714,2015-06-12,578800.0
140715,2011-11-16,574000.0
140716,2001-03-21,253300.0
140717,2006-11-13,511350.0
140718,2012-03-01,590000.0
140720,2017-09-12,677000.0
140721,2011-08-25,587500.0
140722,2017-10-17,755000.0
140724,2009-06-26,531000.0
140725,2013-02-07,570000.0
140726,2017-03-03,640000.0
140727,2015-12-03,619000.0
140728,2016-04-14,690000.0
140729,2011-11-07,545000.0
140735,2013-10-18,362000.0
140736,2010-12-22,615000.0
140740,2003-12-01,461970.0
140743,2013-11-12,348000.0
140744,2013-12-30,625000.0
140747,2001-08-09,160000.0
140751,2007-08-09,338000.0
140752,2018-01-19,697600.0
140753,2008-02-06,299900.0
140754,2017-12-27,673000.0
140762,2017-04-04,639000.0
140765,2001-08-31,180000.0
140766,2006-10-11,560000.0
140769,2016-10-26,675000.0
140770,2015-09-01,741900.0
140771,2015-08-14,484900.0
140772,2015-09-01,459900.0
140773,2015-10-01,419900.0
140774,2017-03-03,294900.0
140775,2017-02-07,320000.0
140776,2017-01-10,300000.0
140777,2015-09-16,303400.0
140778,2015-10-05,299400.0
140780,2015-09-08,478900.0
140781,2016-05-26,289900.0
140782,2015-09-08,446400.0
140783,2015-09-23,299900.0
140784,2015-09-15,478900.0
140785,2015-09-09,302400.0
140786,2016-02-18,720000.0
140787,2015-09-16,704900.0
140788,2015-09-23,489400.0
140789,2015-09-04,459900.0
140790,2015-09-09,497400.0
140791,2015-10-02,474900.0
140792,2015-09-04,524900.0
140793,2015-09-15,349400.0
140794,2015-09-10,527400.0
140795,2015-09-10,539900.0
140796,2015-09-17,499900.0
140797,2015-11-24,534900.0
140798,2015-09-29,549900.0
140799,2018-07-03,844000.0
140800,2015-09-24,889900.0
140801,2017-05-16,592500.0
140802,2015-10-13,499900.0
140805,2015-08-20,550000.0
140806,2013-08-29,616500.0
140808,1998-01-29,112500.0
140809,2005-12-29,530000.0
140810,2004-05-06,500000.0
140812,2017-06-08,395000.0
140813,2011-04-19,199000.0
140814,2015-02-10,308000.0
140815,2014-06-03,363000.0
140816,2015-05-21,490000.0
140817,2016-10-11,425000.0
140818,2018-02-06,190000.0
140819,2014-04-23,319130.0
140820,2006-11-20,319000.0
140821,2010-04-26,399000.0
140822,2005-05-05,217400.0
140823,2005-06-03,138000.0
140824,2005-04-25,289500.0
140825,2005-07-14,180674.0
140826,2011-02-25,461500.0
140827,2008-02-06,362000.0
140828,2015-06-03,1305000.0
140829,2013-05-30,1300000.0
140831,2017-11-09,1775000.0
140832,2013-03-14,275000.0
140833,2012-06-15,182500.0
140834,2010-05-03,426207.0
140835,2016-11-01,296500.0
140836,2011-10-13,614000.0
140837,2015-08-20,529000.0
140838,2015-11-17,460000.0
140839,2018-04-06,515000.0
140840,2013-03-26,406000.0
140841,2015-07-22,565000.0
140842,2013-07-03,595000.0
140843,2008-06-12,255000.0
140844,2011-05-09,640000.0
140846,2017-09-20,515000.0
140848,2015-10-05,438000.0
140850,2010-05-25,447060.0
140851,2017-09-19,321500.0
140852,2010-06-03,634000.0
140853,2010-08-10,456650.0
140854,2013-06-04,442000.0
140855,2018-03-09,550000.0
140856,2014-02-27,435000.0
140857,2011-03-30,377000.0
140858,2015-09-10,595000.0
140859,2017-09-26,293000.0
140860,2010-09-08,695000.0
140862,2011-06-10,412000.0
140863,2017-04-25,550000.0
140864,2015-04-20,549900.0
140865,2015-04-29,389900.0
140866,2015-04-21,552400.0
140867,2015-08-21,560000.0
140868,2015-04-20,502000.0
140869,2017-12-28,515000.0
140870,2004-06-29,389900.0
140872,2011-06-24,525000.0
140873,2017-04-06,770000.0
140874,2018-02-12,630000.0
140875,2016-04-04,810000.0
140876,2005-12-05,614500.0
140877,2015-10-06,820000.0
140878,2009-11-03,277000.0
140879,2015-02-18,387000.0
140880,2014-06-25,405000.0
140882,2017-02-15,469000.0
140883,2016-05-31,820300.0
140884,2015-08-25,448000.0
140885,2015-08-27,540000.0
140886,2015-12-01,733000.0
140887,2015-04-13,450000.0
140888,2015-02-18,487500.0
140889,2007-02-12,399999.0
140890,2017-06-20,610000.0
140891,2017-12-21,360000.0
140892,2017-07-14,650000.0
140893,2015-03-04,675000.0
140894,2015-05-12,735000.0
140895,2016-02-18,547400.0
140896,2016-02-16,599900.0
140897,2016-04-21,650000.0
140898,2016-02-26,695000.0
140899,2016-02-26,549900.0
140900,2016-02-26,629900.0
140901,2016-02-29,625000.0
140902,2016-03-01,700000.0
140903,2015-08-18,340000.0
140904,2011-03-29,130000.0
140905,2015-02-04,329500.0
140906,2011-04-06,139000.0
140907,2015-09-08,330000.0
140908,2015-08-11,325000.0
140909,2015-09-02,345000.0
140910,2015-09-25,350000.0
140911,2015-07-31,345000.0
140912,2017-09-14,430000.0
140913,2015-07-27,385000.0
140914,2015-07-29,375000.0
140915,2017-08-24,437270.0
140916,2017-08-07,350000.0
140917,2017-08-07,449900.0
140918,2017-10-25,360000.0
140920,2017-07-28,225287.0
140921,2018-02-01,344555.0
140922,2017-12-21,355000.0
140923,2017-08-01,224006.0
140925,2018-01-10,424600.0
140926,2017-07-28,220665.0
140927,2017-10-31,232000.0
140928,2018-01-17,409999.0
140929,2018-01-03,399999.0
140930,2018-01-08,435000.0
140931,2017-12-28,437500.0
140933,2015-01-14,299900.0
140935,2015-01-06,339000.0
140936,2016-01-15,338000.0
140937,2015-09-02,349000.0
140938,2015-08-31,392000.0
140939,2016-01-15,369000.0
140940,2016-03-31,354000.0
140941,2016-04-01,385000.0
140942,2016-04-01,399000.0
140943,2016-04-08,400500.0
140944,2017-03-02,236900.0
140945,2016-05-25,695000.0
140946,2017-01-04,774900.0
140947,2017-04-19,825000.0
140948,2016-06-24,695000.0
140949,2016-06-21,767000.0
140951,2015-11-16,759123.0
140952,2017-07-21,270000.0
140955,2006-07-17,87500.0
140956,2006-07-11,99000.0
140957,2017-01-18,340000.0
140958,2006-08-14,88000.0
140960,2006-07-19,115500.0
140961,2018-06-01,670000.0
140962,2015-03-31,680000.0
140963,2011-12-22,332500.0
140964,2012-02-06,341000.0
140965,2017-04-21,369000.0
140967,2004-09-09,275000.0
140968,2001-12-13,101000.0
140969,2006-03-16,420000.0
140970,2005-04-29,319000.0
140971,2001-10-09,146000.0
140972,1998-10-23,93000.0
140973,2009-06-03,318000.0
140974,2015-12-31,259900.0
140975,2007-01-18,382000.0
140977,2012-12-14,245000.0
140978,1994-06-02,93000.0
140979,2003-03-05,215000.0
140980,2005-10-12,199000.0
140981,2010-04-15,240000.0
140982,2007-03-30,265000.0
140983,1994-10-04,123000.0
140984,2014-06-27,230000.0
140986,1997-10-03,95000.0
140990,2017-10-04,230000.0
140991,2009-05-04,297000.0
140992,2005-09-12,275000.0
140993,2014-11-04,519900.0
140994,2014-08-29,575000.0
140996,2015-07-28,779900.0
140997,2016-12-08,385000.0
140998,2016-12-21,780000.0
141000,2010-12-23,360000.0
141001,2015-01-21,515000.0
141002,2014-06-03,589500.0
141003,2015-08-13,620000.0
141004,2015-08-11,750100.0
141005,2010-06-01,265000.0
141006,2007-03-30,450000.0
141007,2011-09-19,265000.0
141008,2017-02-13,237565.0
141009,2017-01-23,629000.0
141010,2013-04-26,544450.0
141011,2014-11-21,539000.0
141012,2014-10-09,468000.0
141015,2004-03-09,175000.0
141016,2003-07-08,72400.0
141018,2003-06-20,90000.0
141019,2014-10-29,125000.0
141020,2018-02-23,175500.0
141021,2010-10-19,82000.0
141022,2014-05-02,310000.0
141023,2011-10-05,199000.0
141025,2001-05-30,65000.0
141026,2002-03-19,58000.0
141027,2015-08-12,300000.0
141028,2015-07-09,110000.0
141029,2004-09-24,250000.0
141030,2004-09-24,250000.0
141031,2005-08-17,80711.0
141032,2016-06-29,332975.0
141033,2003-02-11,63000.0
141034,2003-02-11,63000.0
141036,2012-01-17,205000.0
141040,2014-05-16,465000.0
141041,2014-10-23,435305.0
141042,2010-10-26,215000.0
141043,2013-08-22,294500.0
141044,2004-03-30,290000.0
141045,2016-12-20,500000.0
141046,2013-05-24,365000.0
141047,2017-06-05,432000.0
141049,2003-06-24,394400.0
141050,2015-03-31,740000.0
141051,2014-07-23,628000.0
141052,2003-09-22,310000.0
141053,2011-05-23,429000.0
141054,2017-06-21,661200.0
141055,2005-01-14,471800.0
141056,2007-07-23,574000.0
141058,2014-12-19,460000.0
141059,2015-06-23,452500.0
141060,2017-09-08,515000.0
141061,2005-05-27,285000.0
141066,2006-04-28,585000.0
141068,2007-10-04,525760.0
141069,2015-08-13,435000.0
141070,2007-08-29,344500.0
141071,2016-08-30,585000.0
141072,2017-03-13,543000.0
141073,2009-10-28,460000.0
141074,2016-10-24,599500.0
141075,2018-01-10,430000.0
141076,2007-07-20,678580.0
141077,2007-07-13,348000.0
141078,2017-01-12,557500.0
141079,2017-02-28,535000.0
141080,2009-05-12,312975.0
141081,2011-06-09,104375.0
141082,2008-01-14,232200.0
141083,2009-04-08,568000.0
141084,2010-02-04,450000.0
141085,2007-12-05,213600.0
141086,2007-08-14,227200.0
141087,2016-01-19,759000.0
141088,2016-10-03,385000.0
141089,2016-12-29,220000.0
141090,2012-05-24,315000.0
141094,2017-04-11,489900.0
141095,2007-05-15,235000.0
141096,2018-03-08,426500.0
141097,2012-08-21,335000.0
141098,2012-04-17,330000.0
141099,2007-07-09,335000.0
141101,1996-07-10,9200.0
141102,2015-04-10,423200.0
141106,2015-07-20,455500.0
141107,2018-03-30,262350.0
141111,2015-12-15,406500.0
141112,1996-12-23,27000.0
141113,1995-03-14,13500.0
141115,2005-06-17,405400.0
141117,2017-07-31,405000.0
141118,2005-08-10,367000.0
141119,2016-06-23,327000.0
141120,2013-03-28,306500.0
141121,2015-04-21,432500.0
141122,2014-01-15,295000.0
141123,2014-12-05,305000.0
141124,2005-04-12,206000.0
141126,2002-07-29,175900.0
141127,2015-06-02,200000.0
141128,2009-04-08,199000.0
141129,2009-09-24,399000.0
141130,2014-09-04,318000.0
141131,2002-06-11,143900.0
141132,2004-06-02,367000.0
141133,2004-06-14,377500.0
141134,2011-04-07,439900.0
141135,2004-12-01,465900.0
141136,2014-08-08,485000.0
141137,2018-01-02,622000.0
141138,2004-12-21,329000.0
141139,2015-06-18,490000.0
141140,2016-09-06,562500.0
141141,2013-06-24,295000.0
141142,2013-05-17,250000.0
141143,2013-05-21,429000.0
141144,2013-05-24,449000.0
141145,2013-06-07,540000.0
141147,2013-06-26,535000.0
141151,2014-10-20,699900.0
141152,2018-04-10,375000.0
141153,2015-03-12,299000.0
141154,2017-05-10,746000.0
141155,2016-08-19,675000.0
141156,2016-08-15,675000.0
141157,2016-10-17,690000.0
141158,2016-11-30,900000.0
141159,2016-06-03,619000.0
141160,2016-08-12,689000.0
141161,2016-04-01,599990.0
141163,2016-03-31,614900.0
141164,2016-04-12,699900.0
141165,2016-04-14,619900.0
141166,2016-05-02,699900.0
141167,2016-04-20,599900.0
141168,2016-08-04,699900.0
141169,2015-08-31,622000.0
141170,2015-08-18,825000.0
141171,2015-11-02,675000.0
141172,2015-11-02,749000.0
141173,2008-01-23,272797.0
141174,2004-05-10,375000.0
141175,2004-12-27,383000.0
141176,2005-01-24,510000.0
141177,2015-08-10,678175.0
141178,2015-08-11,735000.0
141181,2013-11-21,418000.0
141182,2013-12-03,375000.0
141183,2014-02-27,315000.0
141184,2011-04-05,245000.0
141185,2013-06-21,339500.0
141186,2017-07-21,450000.0
141187,2014-08-26,450000.0
141188,2016-09-22,295000.0
141189,2018-05-10,525000.0
141190,2018-05-22,497550.0
141191,2009-10-27,295000.0
141192,2013-08-05,460050.0
141193,2012-06-26,395000.0
141195,2016-05-02,486000.0
141196,2007-11-05,219900.0
141197,2018-06-05,420700.0
141198,2013-07-30,435000.0
141199,2009-05-04,294450.0
141200,2009-07-22,377000.0
141201,2008-07-21,379900.0
141202,2014-04-22,295000.0
141203,2014-05-08,375000.0
141204,2017-04-07,441000.0
141205,2018-01-18,458000.0
141206,2008-12-24,255500.0
141207,2017-06-14,410000.0
141208,2018-04-19,507500.0
141209,2009-11-04,303719.0
141210,2008-02-05,439900.0
141211,2009-11-03,360000.0
141212,2016-12-08,353000.0
141213,2016-11-21,412000.0
141215,2017-10-10,450000.0
141216,2008-06-24,289956.0
141217,2016-01-19,480000.0
141218,2017-07-19,500000.0
141219,2016-09-21,422500.0
141220,2011-05-31,454000.0
141221,2017-11-28,505000.0
141222,2016-08-31,363500.0
141223,2015-08-26,439975.0
141224,2010-07-08,262500.0
141226,2010-08-24,284000.0
141227,2007-02-26,251912.0
141228,2012-05-02,111000.0
141229,2015-12-17,246170.0
141230,2007-04-10,310684.0
141231,2007-09-24,213985.0
141232,2016-09-23,484900.0
141233,2016-10-03,549900.0
141234,2016-09-29,590000.0
141236,2017-03-03,750000.0
141237,2017-08-21,739000.0
141238,2017-09-08,822000.0
141239,2017-04-27,488080.0
141240,2010-06-07,331500.0
141241,2007-10-04,310000.0
141242,2018-06-07,440000.0
141243,2004-08-11,132000.0
141245,2011-11-03,299900.0
141246,2011-08-12,310000.0
141247,2011-08-12,350475.0
141248,2012-08-21,389000.0
141249,2012-08-15,359000.0
141250,2012-08-16,331500.0
141252,2013-04-19,569000.0
141253,2016-10-27,655100.0
141254,2010-09-07,528000.0
141255,2010-09-07,587630.0
141256,2011-03-31,617525.0
141257,2016-09-09,555000.0
141258,2016-09-07,669000.0
141260,2014-03-25,474500.0
141261,2014-03-26,156023.0
141262,2015-02-09,295000.0
141263,2015-04-02,430000.0
141264,2011-07-27,177600.0
141265,2013-12-17,427500.0
141267,2010-10-19,285000.0
141268,2008-05-05,884900.0
141269,2008-05-05,884900.0
141270,2008-05-05,884900.0
141271,2018-02-20,444000.0
141272,2007-04-03,339000.0
141275,2014-06-24,327500.0
141276,2016-11-02,380000.0
141277,2007-08-06,300000.0
141278,2013-07-24,319990.0
141279,2007-07-20,318714.0
141280,2014-05-02,339000.0
141281,2016-07-11,677000.0
141283,2018-01-31,264000.0
141284,2016-04-08,379000.0
141285,2014-04-17,350000.0
141286,2014-02-21,370000.0
141287,2016-12-28,410000.0
141288,2014-03-07,375000.0
141289,2014-05-22,365000.0
141290,2018-03-08,430000.0
141291,2014-03-04,365000.0
141292,2017-06-07,472000.0
141293,2017-07-05,499900.0
141294,2017-07-05,349900.0
141295,2017-07-18,649900.0
141296,2017-04-11,449000.0
141297,2018-02-14,635000.0
141298,2017-05-17,320000.0
141299,2017-12-15,395000.0
141300,2007-12-31,127000.0
141301,2009-04-07,412500.0
141302,2016-08-15,439000.0
141303,2009-09-04,545000.0
141304,2008-08-05,400000.0
141305,2018-02-01,389000.0
141306,2009-04-07,495000.0
141307,2013-08-06,499000.0
141309,2017-09-22,500000.0
141310,2016-06-13,505000.0
141311,2015-12-10,555000.0
141312,2006-10-18,488900.0
141313,2016-03-03,535000.0
141315,2013-05-29,399900.0
141316,2016-01-20,393000.0
141317,2011-05-06,370000.0
141319,2006-10-30,498900.0
141320,2014-03-11,519000.0
141322,2017-03-29,580000.0
141323,2010-07-06,369000.0
141324,2012-02-08,509000.0
141325,2007-03-30,535000.0
141326,2013-03-05,650000.0
141327,2011-04-20,540000.0
141329,2012-03-09,277500.0
141330,2018-05-04,549950.0
141331,2009-04-08,290000.0
141332,2012-12-06,532000.0
141333,2009-07-30,450000.0
141334,2012-05-17,315000.0
141337,2009-01-29,305000.0
141338,2015-08-28,595000.0
141339,2017-08-02,580000.0
141340,2010-04-28,315000.0
141341,2009-11-19,375000.0
141342,2010-12-08,307000.0
141343,2015-09-17,387000.0
141344,2015-09-16,740000.0
141345,2017-08-11,775000.0
141346,2014-01-28,353000.0
141347,2014-09-15,489000.0
141348,2008-12-31,300000.0
141349,2013-05-23,399999.0
141350,2014-06-05,488000.0
141351,2008-07-24,419900.0
141352,2013-09-06,196613.0
141353,2018-02-26,725000.0
141354,2015-07-28,425000.0
141355,2018-05-14,625000.0
141357,2016-05-05,580000.0
141358,2008-06-17,357400.0
141359,2015-12-14,615000.0
141361,2013-06-27,552000.0
141362,2012-10-15,385000.0
141363,2009-02-18,399995.0
141364,2016-05-31,630000.0
141365,2009-05-13,480000.0
141366,2018-06-06,727500.0
141367,2018-06-19,325000.0
141368,2017-08-23,517000.0
141369,2012-02-29,193150.0
141370,2011-07-29,257500.0
141371,2016-03-29,660000.0
141373,2017-11-02,560000.0
141374,2017-05-03,650000.0
141376,2016-07-11,258000.0
141377,2015-08-10,244500.0
141378,2014-10-10,320000.0
141379,2017-12-20,299900.0
141380,2005-06-23,224900.0
141381,2005-08-05,244900.0
141382,2018-04-25,349000.0
141383,2005-05-31,282900.0
141384,2005-05-31,234900.0
141385,2011-08-04,175000.0
141386,2010-02-22,245000.0
141387,2014-07-01,280000.0
141388,2006-11-27,285000.0
141389,2005-06-23,136900.0
141391,2012-03-29,306400.0
141392,2014-12-30,434000.0
141393,2015-12-22,459000.0
141394,2015-03-17,507000.0
141395,2015-03-18,550000.0
141396,2015-04-06,550000.0
141397,2015-03-19,575000.0
141398,2015-03-09,605000.0
141399,2015-03-03,646000.0
141400,2015-04-06,599000.0
141401,2015-05-20,599000.0
141402,2007-12-11,135200.0
141403,2018-07-09,365000.0
141404,2007-12-19,209000.0
141405,2014-06-20,287650.0
141406,2009-12-17,292000.0
141407,2007-12-13,136956.0
141408,2017-05-02,250000.0
141409,2016-08-19,305000.0
141410,2016-07-08,301000.0
141411,2009-07-23,250000.0
141412,2007-10-02,328970.0
141414,2017-04-18,264000.0
141415,2007-11-27,229000.0
141416,2015-05-27,290000.0
141417,2018-05-17,325000.0
141418,2017-03-21,485000.0
141419,2016-10-07,494750.0
141420,2015-08-24,501500.0
141421,2017-10-12,675000.0
141423,2010-03-11,595000.0
141424,2009-09-08,545000.0
141425,2018-05-04,863000.0
141426,2014-01-16,499990.0
141427,2017-07-10,605000.0
141428,2017-05-10,895000.0
141430,2016-08-25,785000.0
141431,2016-07-18,960000.0
141432,2005-07-14,635000.0
141433,2017-03-30,753000.0
141435,2009-03-18,310000.0
141436,2009-10-05,411000.0
141437,2016-09-08,445000.0
141438,2008-09-05,394000.0
141440,2017-02-15,550000.0
141442,2016-08-08,749000.0
141443,2012-02-03,124900.0
141444,2007-06-12,363400.0
141445,2012-09-13,105000.0
141446,2008-08-18,798114.0
141447,2012-04-30,130000.0
141448,2013-01-31,136000.0
141449,2007-05-24,252500.0
141450,2008-08-18,798114.0
141451,2007-06-01,284157.0
141452,2007-09-25,239900.0
141453,2008-08-18,798114.0
141454,2015-06-11,230000.0
141455,2007-06-27,357746.0
141456,2014-10-30,249500.0
141457,2009-07-10,150000.0
141459,2013-09-25,147500.0
141460,2007-07-18,294000.0
141461,2007-03-09,306242.0
141462,2009-09-30,335000.0
141463,2018-06-06,220460.0
141464,2016-07-15,3000.0
141465,2007-12-12,235558.0
141466,2012-01-06,119000.0
141467,2016-11-14,274400.0
141468,2007-04-05,276473.0
141469,2015-02-11,80000.0
141470,2003-12-17,125000.0
141471,2003-08-21,75600.0
141472,2003-03-12,130000.0
141473,2015-10-09,294500.0
141474,2003-09-24,130000.0
141475,2007-08-06,299900.0
141476,2002-10-04,125000.0
141478,2002-12-27,115000.0
141479,2016-07-13,385000.0
141480,2002-12-30,88500.0
141481,2004-06-07,151000.0
141482,2002-10-16,92500.0
141483,2002-10-15,152000.0
141485,2003-06-09,162000.0
141486,2016-07-29,577000.0
141487,2016-08-01,677000.0
141488,2016-09-27,664900.0
141489,2016-10-18,590000.0
141490,2016-09-06,735000.0
141491,2017-12-19,675000.0
141492,2018-01-24,830000.0
141493,2017-11-30,715000.0
141494,2017-11-15,834900.0
141495,2018-01-30,675000.0
141497,2014-05-20,535000.0
141498,2015-01-05,290000.0
141499,2016-06-01,540000.0
141500,2016-01-19,650000.0
141501,2017-09-20,750000.0
141502,2017-10-02,859000.0
141503,2016-05-05,569900.0
141504,2016-05-31,720000.0
141505,2016-05-19,569900.0
141506,2012-09-19,240000.0
141507,2015-12-01,347500.0
141508,2013-06-13,345000.0
141509,2015-07-02,375000.0
141510,2009-12-14,279000.0
141511,2008-09-08,255000.0
141512,2013-03-18,289000.0
141513,2018-05-02,469000.0
141514,2013-01-25,259000.0
141515,2013-01-08,380000.0
141516,2013-01-02,269000.0
141517,2014-11-21,440000.0
141518,2014-03-20,630000.0
141519,2014-01-29,700000.0
141521,2017-03-02,752000.0
141522,2014-04-01,629900.0
141523,2013-12-19,700000.0
141524,2016-06-22,625000.0
141525,2018-05-11,596000.0
141526,2014-02-24,570000.0
141527,2014-01-29,609000.0
141528,2014-02-06,650000.0
141529,2014-01-30,650500.0
141530,2014-04-03,650000.0
141531,2016-05-27,499000.0
141532,2016-06-07,499000.0
141533,2016-08-15,740000.0
141534,2016-07-07,829000.0
141535,2016-02-19,557500.0
141536,2016-02-02,759900.0
141537,2016-10-11,695000.0
141538,2016-03-23,950000.0
141539,2016-04-13,695000.0
141540,2016-03-22,960000.0
141541,2016-06-29,298500.0
141544,2016-03-28,895000.0
141545,2016-11-01,730000.0
141546,2016-06-15,960000.0
141547,2016-04-19,720000.0
141548,2016-03-15,950000.0
141549,2016-08-23,750000.0
141550,2016-08-04,1100000.0
141551,2016-03-22,751237.0
141552,2016-03-22,1150000.0
141553,2016-11-16,600000.0
141554,2016-06-24,660000.0
141555,2016-05-13,730000.0
141556,2016-08-17,662000.0
141557,2016-05-11,715000.0
141558,2016-05-09,730000.0
141559,2016-08-26,569900.0
141560,2016-08-22,630000.0
141561,2011-08-25,330000.0
141562,2015-07-22,319900.0
141563,2017-07-03,340000.0
141564,2011-08-01,255000.0
141565,2016-06-01,465000.0
141566,2016-08-04,346500.0
141567,2016-07-12,342500.0
141568,2017-03-15,420000.0
141569,2011-12-05,325000.0
141570,2014-02-14,640000.0
141571,2014-02-03,690000.0
141572,2007-09-06,340000.0
141573,2011-11-08,100000.0
141575,2012-08-27,295000.0
141576,2004-10-18,325000.0
141578,2017-02-13,500000.0
141579,2016-06-16,610000.0
141580,2016-06-14,630000.0
141581,2016-06-10,625000.0
141582,2016-06-03,775000.0
141583,2017-10-27,549000.0
141584,2017-07-24,659000.0
141585,2017-07-18,639000.0
141586,2017-11-02,619000.0
141587,2017-07-26,825000.0
141588,2005-05-06,415000.0
141589,2017-06-29,651250.0
141590,2011-02-03,535000.0
141591,2014-08-05,675000.0
141592,2012-02-03,542000.0
141593,2015-12-15,629000.0
141594,2017-06-14,1151860.0
141595,2017-06-14,1151860.0
141596,2017-06-14,1151860.0
141597,2017-06-14,12780000.0
141598,2017-06-14,12780000.0
141599,2017-06-14,12780000.0
141600,2017-06-14,12780000.0
141601,2017-06-14,12780000.0
141602,2017-06-14,12780000.0
141603,2017-06-14,12780000.0
141604,2017-06-14,12780000.0
141605,2017-06-14,12780000.0
141606,2017-06-14,12780000.0
141607,2017-06-14,12780000.0
141608,2017-06-14,12780000.0
141609,2017-06-14,12780000.0
141610,2017-06-14,12780000.0
141611,2017-06-14,12780000.0
141612,2017-06-14,12780000.0
141613,2017-06-14,12780000.0
141614,2017-06-14,12780000.0
141615,2017-06-14,12780000.0
141616,2017-06-14,12780000.0
141617,2017-06-14,12780000.0
141618,2017-06-14,12780000.0
141619,2017-06-14,12780000.0
141620,2017-06-14,12780000.0
141621,2017-06-14,12780000.0
141622,2017-06-14,12780000.0
141623,2017-06-14,12780000.0
141624,2017-06-14,12780000.0
141625,2017-06-14,12780000.0
141626,2017-06-14,12780000.0
141627,2017-06-14,12780000.0
141628,2017-06-14,12780000.0
141629,2017-06-14,12780000.0
141630,2017-06-14,12780000.0
141631,2017-06-14,12780000.0
141632,2017-06-14,12780000.0
141633,2005-05-17,159000.0
141634,2016-03-16,198000.0
141635,2003-02-11,84200.0
141637,2005-10-19,115000.0
141640,2003-06-06,149900.0
141642,2014-09-15,150000.0
141643,2017-04-19,234000.0
141644,2003-02-11,64200.0
141645,2004-07-15,160000.0
141646,2018-06-15,188000.0
141648,2002-04-18,68000.0
141650,2016-02-08,575000.0
141651,2016-03-02,680000.0
141652,2017-10-05,700000.0
141653,2013-09-03,536000.0
141654,2006-06-23,540000.0
141655,2016-04-11,442000.0
141656,2015-11-05,452000.0
141657,2016-04-29,649000.0
141658,2012-04-17,434000.0
141659,2012-04-17,547725.0
141660,2015-08-03,668000.0
141661,2015-08-20,825000.0
141662,2012-05-07,444000.0
141663,2016-05-19,634900.0
141664,2013-04-29,600000.0
141665,2014-05-29,810000.0
141666,2018-05-15,325000.0
141667,2013-04-25,486000.0
141668,2014-09-17,218300.0
141669,2017-11-22,464000.0
141670,2017-05-04,385000.0
141671,2013-10-15,279900.0
141675,2014-05-14,379000.0
141676,2011-02-07,325000.0
141677,2014-10-21,410000.0
141678,2017-10-17,492500.0
141681,2013-08-01,486000.0
141682,2012-10-26,399000.0
141683,2002-06-20,275000.0
141685,2018-05-15,399900.0
141686,2016-11-15,355000.0
141687,2014-02-19,369300.0
141688,2004-12-17,300000.0
141691,2014-01-02,368000.0
141693,1995-01-30,49000.0
141696,2015-06-22,395000.0
141697,2017-06-02,530000.0
141698,2015-03-18,357000.0
141699,2006-06-06,325000.0
